time,Total_in
0,0
0.05,0.0016666666666666668
0.1,0.0016666666666666668
0.15000000000000002,0.0016666666666666668
0.2,0.0016666666666666668
0.25,0.0016666666666666668
0.30000000000000004,0.0016666666666666668
0.35000000000000003,0.0016666666666666668
0.4,0.0016666666666666668
0.45,0.0016666666666666668
0.5,0.0016666666666666668
0.55,0.0016666666666666668
0.6000000000000001,0.0016666666666666668
0.65,0.0016666666666666668
0.7000000000000001,0.0016666666666666668
0.75,0.0016666666666666668
0.8,0.0016666666666666668
0.8500000000000001,0.0016666666666666668
0.9,0.0016666666666666668
0.9500000000000001,0.0016666666666666668
1,0.0016666666666666668
1.05,0.0016666666666666668
1.1,0.0016666666666666668
1.1500000000000001,0.0016666666666666668
1.2000000000000002,0.0016666666666666668
1.25,0.0016666666666666668
1.3,0.0016666666666666668
1.35,0.0016666666666666668
1.4000000000000001,0.0016666666666666668
1.4500000000000002,0.0016666666666666668
1.5,0.0016666666666666668
1.55,0.0016666666666666668
1.6,0.0016666666666666668
1.6500000000000001,0.0016666666666666668
1.7000000000000002,0.0016666666666666668
1.75,0.0016666666666666668
1.8,0.0016666666666666668
1.85,0.0016666666666666668
1.9000000000000001,0.0016666666666666668
1.9500000000000002,0.0016666666666666668
2,0.0016666666666666668
2.0500000000000003,0.0016666666666666668
2.1,0.0016666666666666668
2.15,0.0016666666666666668
2.2,0.0016666666666666668
2.25,0.0016666666666666668
2.3000000000000003,0.0016666666666666668
2.35,0.0016666666666666668
2.4000000000000004,0.0016666666666666668
2.45,0.0016666666666666668
2.5,0.0016666666666666668
2.5500000000000003,0.0016666666666666668
2.6,0.0016666666666666668
2.6500000000000004,0.0016666666666666668
2.7,0.0016666666666666668
2.75,0.0016666666666666668
2.8000000000000003,0.0016666666666666668
2.85,0.0016666666666666668
2.9000000000000004,0.0016666666666666668
2.95,0.0016666666666666668
3,0.0016666666666666668
3.0500000000000003,0.0016666666666666668
3.1,0.0016666666666666668
3.1500000000000004,0.0016666666666666668
3.2,0.0016666666666666668
3.25,0.0016666666666666668
3.3000000000000003,0.0016666666666666668
3.35,0.0016666666666666668
3.4000000000000004,0.0016666666666666668
3.45,0.0016666666666666668
3.5,0.0016666666666666668
3.5500000000000003,0.0016666666666666668
3.6,0.0016666666666666668
3.6500000000000004,0.0016666666666666668
3.7,0.0016666666666666668
3.75,0.0016666666666666668
3.8000000000000003,0.0016666666666666668
3.85,0.0016666666666666668
3.9000000000000004,0.0016666666666666668
3.95,0.0016666666666666668
4,0.0016666666666666668
4.05,0.0016666666666666668
4.1000000000000005,0.0016666666666666668
4.15,0.0016666666666666668
4.2,0.0016666666666666668
4.25,0.0016666666666666668
4.3,0.0016666666666666668
4.3500000000000005,0.0016666666666666668
4.4,0.0016666666666666668
4.45,0.0016666666666666668
4.5,0.0016666666666666668
4.55,0.0016666666666666668
4.6000000000000005,0.0016666666666666668
4.65,0.0016666666666666668
4.7,0.0016666666666666668
4.75,0.0016666666666666668
4.800000000000001,0.0016666666666666668
4.8500000000000005,0.0016666666666666668
4.9,0.0016666666666666668
4.95,0.0016666666666666668
5,0.0016666666666666668
5.050000000000001,0.0016666666666666668
5.1000000000000005,0.0016666666666666668
5.15,0.0016666666666666668
5.2,0.0016666666666666668
5.25,0.0016666666666666668
5.300000000000001,0.0016666666666666668
5.3500000000000005,0.0016666666666666668
5.4,0.0016666666666666668
5.45,0.0016666666666666668
5.5,0.0016666666666666668
5.550000000000001,0.0016666666666666668
5.6000000000000005,0.0016666666666666668
5.65,0.0016666666666666668
5.7,0.0016666666666666668
5.75,0.0016666666666666668
5.800000000000001,0.0016666666666666668
5.8500000000000005,0.0016666666666666668
5.9,0.0016666666666666668
5.95,0.0016666666666666668
6,0.0016666666666666668
6.050000000000001,0.0016666666666666668
6.1000000000000005,0.0016666666666666668
6.15,0.0016666666666666668
6.2,0.0016666666666666668
6.25,0.0016666666666666668
6.300000000000001,0.0016666666666666668
6.3500000000000005,0.0016666666666666668
6.4,0.0016666666666666668
6.45,0.0016666666666666668
6.5,0.0016666666666666668
6.550000000000001,0.0016666666666666668
6.6000000000000005,0.0016666666666666668
6.65,0.0016666666666666668
6.7,0.0016666666666666668
6.75,0.0016666666666666668
6.800000000000001,0.0016666666666666668
6.8500000000000005,0.0016666666666666668
6.9,0.0016666666666666668
6.95,0.0016666666666666668
7,0.0016666666666666668
7.050000000000001,0.0016666666666666668
7.1000000000000005,0.0016666666666666668
7.15,0.0016666666666666668
7.2,0.0016666666666666668
7.25,0.0016666666666666668
7.300000000000001,0.0016666666666666668
7.3500000000000005,0.0016666666666666668
7.4,0.0016666666666666668
7.45,0.0016666666666666668
7.5,0.0016666666666666668
7.550000000000001,0.0016666666666666668
7.6000000000000005,0.0016666666666666668
7.65,0.0016666666666666668
7.7,0.0016666666666666668
7.75,0.0016666666666666668
7.800000000000001,0.0016666666666666668
7.8500000000000005,0.0016666666666666668
7.9,0.0016666666666666668
7.95,0.0016666666666666668
8,0.0016666666666666668
8.05,0.0016666666666666668
8.1,0.0016666666666666668
8.15,0.0016666666666666668
8.200000000000001,0.0016666666666666668
8.25,0.0016666666666666668
8.3,0.0016666666666666668
8.35,0.0016666666666666668
8.4,0.0016666666666666668
8.450000000000001,0.0016666666666666668
8.5,0.0016666666666666668
8.55,0.0016666666666666668
8.6,0.0016666666666666668
8.65,0.0016666666666666668
8.700000000000001,0.0016666666666666668
8.75,0.0016666666666666668
8.8,0.0016666666666666668
8.85,0.0016666666666666668
8.9,0.0016666666666666668
8.950000000000001,0.0016666666666666668
9,0.0016666666666666668
9.05,0.0016666666666666668
9.1,0.0016666666666666668
9.15,0.0016666666666666668
9.200000000000001,0.0016666666666666668
9.25,0.0016666666666666668
9.3,0.0016666666666666668
9.35,0.0016666666666666668
9.4,0.0016666666666666668
9.450000000000001,0.0016666666666666668
9.5,0.0016666666666666668
9.55,0.0016666666666666668
9.600000000000001,0.0016666666666666668
9.65,0.0016666666666666668
9.700000000000001,0.0016666666666666668
9.75,0.0016666666666666668
9.8,0.0016666666666666668
9.850000000000001,0.0016666666666666668
9.9,0.0016666666666666668
9.950000000000001,0.0016666666666666668
10,0.0016666666666666668
10.05,0.0016666666666666668
10.100000000000001,0.0016666666666666668
10.15,0.0016666666666666668
10.200000000000001,0.0016666666666666668
10.25,0.0016666666666666668
10.3,0.0016666666666666668
10.350000000000001,0.0016666666666666668
10.4,0.0016666666666666668
10.450000000000001,0.0016666666666666668
10.5,0.0016666666666666668
10.55,0.0016666666666666668
10.600000000000001,0.0016666666666666668
10.65,0.0016666666666666668
10.700000000000001,0.0016666666666666668
10.75,0.0016666666666666668
10.8,0.0016666666666666668
10.850000000000001,0.0016666666666666668
10.9,0.0016666666666666668
10.950000000000001,0.0016666666666666668
11,0.0016666666666666668
11.05,0.0016666666666666668
11.100000000000001,0.0016666666666666668
11.15,0.0016666666666666668
11.200000000000001,0.0016666666666666668
11.25,0.0016666666666666668
11.3,0.0016666666666666668
11.350000000000001,0.0016666666666666668
11.4,0.0016666666666666668
11.450000000000001,0.0016666666666666668
11.5,0.0016666666666666668
11.55,0.0016666666666666668
11.600000000000001,0.0016666666666666668
11.65,0.0016666666666666668
11.700000000000001,0.0016666666666666668
11.75,0.0016666666666666668
11.8,0.0016666666666666668
11.850000000000001,0.0016666666666666668
11.9,0.0016666666666666668
11.950000000000001,0.0016666666666666668
12,0.0016666666666666668
12.05,0.0016666666666666668
12.100000000000001,0.0016666666666666668
12.15,0.0016666666666666668
12.200000000000001,0.0016666666666666668
12.25,0.0016666666666666668
12.3,0.0016666666666666668
12.350000000000001,0.0016666666666666668
12.4,0.0016666666666666668
12.450000000000001,0.0016666666666666668
12.5,0.0016666666666666668
12.55,0.0016666666666666668
12.600000000000001,0.0016666666666666668
12.65,0.0016666666666666668
12.700000000000001,0.0016666666666666668
12.75,0.0016666666666666668
12.8,0.0016666666666666668
12.850000000000001,0.0016666666666666668
12.9,0.0016666666666666668
12.950000000000001,0.0016666666666666668
13,0.0016666666666666668
13.05,0.0016666666666666668
13.100000000000001,0.0016666666666666668
13.15,0.0016666666666666668
13.200000000000001,0.0016666666666666668
13.25,0.0016666666666666668
13.3,0.0016666666666666668
13.350000000000001,0.0016666666666666668
13.4,0.0016666666666666668
13.450000000000001,0.0016666666666666668
13.5,0.0016666666666666668
13.55,0.0016666666666666668
13.600000000000001,0.0016666666666666668
13.65,0.0016666666666666668
13.700000000000001,0.0016666666666666668
13.75,0.0016666666666666668
13.8,0.0016666666666666668
13.850000000000001,0.0016666666666666668
13.9,0.0016666666666666668
13.950000000000001,0.0016666666666666668
14,0.0016666666666666668
14.05,0.0016666666666666668
14.100000000000001,0.0016666666666666668
14.15,0.0016666666666666668
14.200000000000001,0.0016666666666666668
14.25,0.0016666666666666668
14.3,0.0016666666666666668
14.350000000000001,0.0016666666666666668
14.4,0.0016666666666666668
